CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
6191295,2,1,3,F,46,3,9,-,-,0,"SAN DIEGO","NATIONAL CITY",2013
6191467,1,1,4,M,50,3,9,P,W,3,"SAN DIEGO",CORONADO,2013
6191492,2,1,3,F,16,3,9,-,-,3,"SAN DIEGO","NATIONAL CITY",2013
6192147,1,1,3,M,15,4,9,-,-,3,"SAN DIEGO","LA MESA",2013
6192151,2,1,3,M,29,2,9,-,-,3,"SAN DIEGO","LA MESA",2013
6192569,1,1,4,M,21,4,1,P,V,1,"SAN DIEGO","SAN MARCOS",2013
6193214,2,1,4,M,23,3,1,M,G,3,"SAN DIEGO",ESCONDIDO,2013
6193220,1,1,3,M,10,4,9,-,-,3,"SAN DIEGO",OCEANSIDE,2013
6193325,2,1,3,F,19,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6193497,2,1,3,M,52,4,0,P,B,0,"SAN DIEGO",ESCONDIDO,2013
6194138,1,1,4,F,22,4,9,-,-,3,"SAN DIEGO",OCEANSIDE,2013
6194779,2,1,4,M,51,3,1,P,Y,1,"SAN DIEGO","CHULA VISTA",2013
6194783,1,1,2,M,19,0,3,M,G,0,"SAN DIEGO","CHULA VISTA",2013
6194783,2,1,4,M,6,2,1,P,V,1,"SAN DIEGO","CHULA VISTA",2013
6194787,1,1,3,F,3,3,9,-,-,3,"SAN DIEGO","CHULA VISTA",2013
6194922,2,1,4,M,16,4,1,W,-,3,"SAN DIEGO",ESCONDIDO,2013
6194922,3,1,4,M,14,3,1,V,-,3,"SAN DIEGO",ESCONDIDO,2013
6195051,2,1,3,M,9,4,0,P,-,0,"SAN DIEGO",ESCONDIDO,2013
6195759,2,1,4,M,15,4,1,P,V,2,"SAN DIEGO","CHULA VISTA",2013
6196463,1,1,3,F,58,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6196492,1,1,4,M,10,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2013
6196515,2,1,3,F,72,2,9,-,-,0,"SAN DIEGO","SAN DIEGO",2013
6197033,1,1,4,F,6,4,1,P,V,1,"SAN DIEGO",UNINCORPORATED,2013
6197452,2,1,3,-,23,3,9,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6197460,2,1,3,M,60,4,1,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6197476,2,1,4,M,61,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2013
6197492,1,1,4,M,28,3,0,P,V,0,"SAN DIEGO","SAN DIEGO",2013
6197495,1,1,4,M,46,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2013
6197499,1,1,5,-,998,3,9,P,-,3,"SAN DIEGO","SAN DIEGO",2013
6197508,1,1,2,F,28,4,3,M,G,0,"SAN DIEGO","SAN DIEGO",2013
6197508,1,2,2,M,1,0,6,P,G,0,"SAN DIEGO","SAN DIEGO",2013
6197508,2,1,4,M,24,2,1,P,W,0,"SAN DIEGO","SAN DIEGO",2013
6197578,2,1,3,M,63,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6197905,1,1,3,M,30,2,9,-,-,0,"SAN DIEGO","SAN DIEGO",2013
6197905,2,1,2,M,17,0,4,P,A,0,"SAN DIEGO","SAN DIEGO",2013
6197905,2,2,2,F,67,0,3,P,G,0,"SAN DIEGO","SAN DIEGO",2013
6198499,2,1,3,F,33,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6198511,1,1,3,M,5,4,9,P,-,3,"SAN DIEGO","SAN DIEGO",2013
6198527,2,1,4,F,39,3,0,P,V,0,"SAN DIEGO","SAN DIEGO",2013
6199002,1,1,3,F,15,3,9,-,-,3,"SAN DIEGO",SANTEE,2013
6200507,2,1,3,F,78,2,9,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6200554,2,1,3,F,30,2,9,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6200554,3,1,3,F,26,3,9,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6200556,1,1,4,M,23,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2013
6200817,1,1,3,M,66,4,0,P,-,0,"SAN DIEGO",UNINCORPORATED,2013
6202008,1,1,4,M,37,3,1,P,V,1,"SAN DIEGO",ESCONDIDO,2013
6202012,2,1,4,F,49,3,1,P,W,1,"SAN DIEGO",OCEANSIDE,2013
6202032,2,1,3,M,52,3,9,-,-,3,"SAN DIEGO",ESCONDIDO,2013
6202419,1,1,3,M,57,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6202423,2,1,3,M,45,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6202439,2,1,3,M,47,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6203121,2,1,3,M,20,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6203129,1,1,4,M,18,4,1,P,V,2,"SAN DIEGO","SAN DIEGO",2013
6203153,2,1,3,F,16,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6203161,1,1,3,M,24,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6203161,2,1,2,F,23,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2013
6203161,2,2,2,M,24,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2013
6203197,2,1,3,F,72,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6203657,1,1,3,M,2,3,9,-,-,3,"SAN DIEGO","SAN MARCOS",2013
6203669,1,1,4,M,58,3,9,-,V,2,"SAN DIEGO","SAN MARCOS",2013
6203711,2,1,3,M,41,3,9,-,-,3,"SAN DIEGO","NATIONAL CITY",2013
6203715,2,1,4,F,16,3,1,P,V,0,"SAN DIEGO",ESCONDIDO,2013
6203835,1,1,3,M,10,4,0,P,-,0,"SAN DIEGO","NATIONAL CITY",2013
6205373,1,1,4,M,29,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2013
6205405,1,1,4,M,22,4,1,P,A,1,"SAN DIEGO","SAN DIEGO",2013
6206139,3,1,3,F,23,4,9,-,-,3,"SAN DIEGO",OCEANSIDE,2013
6210645,1,1,2,M,13,0,3,M,G,0,"SAN DIEGO",VISTA,2013
6210645,2,1,3,F,52,3,9,-,-,3,"SAN DIEGO",VISTA,2013
6211579,1,1,4,M,12,3,1,P,W,1,"SAN DIEGO",UNINCORPORATED,2013
6212483,1,1,4,M,21,4,1,V,-,1,"SAN DIEGO","SAN DIEGO",2013
6212503,2,1,3,M,51,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6212507,1,1,2,M,18,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2013
6212507,1,2,2,M,25,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2013
6212507,2,1,3,F,22,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6212507,3,1,3,F,21,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6212511,1,1,4,F,82,3,1,P,E,3,"SAN DIEGO","SAN DIEGO",2013
6212515,2,1,4,M,38,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2013
6212516,1,1,3,F,35,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6212543,2,1,4,M,29,4,9,V,-,3,"SAN DIEGO","SAN DIEGO",2013
6212547,1,1,3,M,43,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6212551,1,1,2,M,34,0,3,M,E,0,"SAN DIEGO","SAN DIEGO",2013
6212551,2,1,4,M,32,3,0,P,W,0,"SAN DIEGO","SAN DIEGO",2013
6212555,2,1,4,M,57,3,9,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6214537,1,1,4,F,21,4,9,V,-,3,"SAN DIEGO","SAN DIEGO",2013
6214739,2,1,3,F,19,3,9,-,-,3,"SAN DIEGO",UNINCORPORATED,2013
6214755,1,1,3,M,61,3,9,-,-,3,"SAN DIEGO",UNINCORPORATED,2013
6215030,2,1,4,M,17,3,1,P,V,1,"SAN DIEGO","CHULA VISTA",2013
6215432,1,1,4,F,63,3,1,P,V,2,"SAN DIEGO","CHULA VISTA",2013
6215436,2,1,3,M,47,4,9,-,-,3,"SAN DIEGO","CHULA VISTA",2013
6215440,2,1,4,M,15,3,1,P,V,0,"SAN DIEGO","CHULA VISTA",2013
6215898,1,1,4,M,42,4,1,P,V,1,"SAN DIEGO",UNINCORPORATED,2013
6215904,1,1,3,M,17,3,9,-,-,3,"SAN DIEGO",UNINCORPORATED,2013
6215946,2,1,4,F,21,3,1,P,V,0,"SAN DIEGO","NATIONAL CITY",2013
6215950,1,1,4,F,21,4,1,P,V,0,"SAN DIEGO","NATIONAL CITY",2013
6216036,2,1,4,M,58,4,1,P,A,1,"SAN DIEGO",ESCONDIDO,2013
6216063,1,1,4,M,29,3,1,P,V,1,"SAN DIEGO",ESCONDIDO,2013
6216063,2,1,2,M,42,0,6,M,G,0,"SAN DIEGO",ESCONDIDO,2013
6216063,3,1,2,F,65,0,3,M,G,0,"SAN DIEGO",ESCONDIDO,2013
6216187,1,1,4,F,59,3,1,P,V,1,"SAN DIEGO","EL CAJON",2013
6216187,2,1,2,F,45,0,3,M,G,0,"SAN DIEGO","EL CAJON",2013
6216187,2,2,2,M,0,0,4,M,Q,0,"SAN DIEGO","EL CAJON",2013
6216187,2,3,2,M,2,0,7,M,Q,0,"SAN DIEGO","EL CAJON",2013
6216187,2,4,2,F,1,0,8,M,Q,0,"SAN DIEGO","EL CAJON",2013
6216187,2,5,2,M,5,0,9,M,Q,0,"SAN DIEGO","EL CAJON",2013
6216210,2,1,4,M,47,3,1,P,V,0,"SAN DIEGO","CHULA VISTA",2013
6216214,2,1,4,M,20,4,1,-,J,1,"SAN DIEGO","CHULA VISTA",2013
6216216,2,1,3,M,20,3,0,P,-,0,"SAN DIEGO","NATIONAL CITY",2013
6216230,2,1,3,M,22,3,9,-,-,3,"SAN DIEGO","CHULA VISTA",2013
6216231,1,1,4,M,55,3,1,P,V,1,"SAN DIEGO","EL CAJON",2013
6216235,2,1,3,F,58,3,9,-,-,3,"SAN DIEGO","EL CAJON",2013
6216241,1,1,4,M,45,3,1,P,V,1,"SAN DIEGO",ESCONDIDO,2013
6216383,2,1,3,F,79,3,9,-,-,3,"SAN DIEGO",UNINCORPORATED,2013
6216404,1,1,4,M,31,3,1,P,V,1,"SAN DIEGO","EL CAJON",2013
6216404,2,1,2,M,10,0,3,M,G,0,"SAN DIEGO","EL CAJON",2013
6216472,2,1,3,F,48,4,9,-,-,3,"SAN DIEGO","CHULA VISTA",2013
6216493,2,1,4,M,18,3,1,P,V,0,"SAN DIEGO","EL CAJON",2013
6216519,1,1,4,-,50,3,9,-,-,3,"SAN DIEGO","NATIONAL CITY",2013
6217389,2,1,3,M,1,3,9,-,-,0,"SAN DIEGO",VISTA,2013
6217389,3,1,3,F,60,4,9,-,-,0,"SAN DIEGO",VISTA,2013
6217405,1,1,3,M,17,4,9,-,-,0,"SAN DIEGO",VISTA,2013
6217409,2,1,3,M,12,4,9,-,-,0,"SAN DIEGO",VISTA,2013
6217409,3,1,3,F,13,4,9,-,-,0,"SAN DIEGO",VISTA,2013
6218828,1,1,2,M,1,0,4,P,Q,0,"SAN DIEGO","SAN DIEGO",2013
6218828,1,2,2,M,12,0,5,P,G,0,"SAN DIEGO","SAN DIEGO",2013
6218828,1,3,2,M,9,0,8,P,G,0,"SAN DIEGO","SAN DIEGO",2013
6218828,2,1,4,M,49,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2013
6218987,2,1,3,F,28,4,9,-,-,3,"SAN DIEGO","CHULA VISTA",2013
6218991,2,1,3,F,14,4,9,-,-,3,"SAN DIEGO","CHULA VISTA",2013
6219389,2,1,4,M,19,3,1,P,X,1,"SAN DIEGO","CHULA VISTA",2013
6219409,1,1,4,M,18,3,1,P,V,1,"SAN DIEGO","CHULA VISTA",2013
6219417,1,1,4,F,18,3,1,P,V,0,"SAN DIEGO","CHULA VISTA",2013
6219425,2,1,4,M,15,3,1,P,V,2,"SAN DIEGO","CHULA VISTA",2013
6219439,1,1,2,F,12,0,3,M,G,0,"SAN DIEGO","CHULA VISTA",2013
6219439,2,1,3,F,32,4,9,-,-,3,"SAN DIEGO","CHULA VISTA",2013
6219439,3,1,3,F,48,3,9,-,-,3,"SAN DIEGO","CHULA VISTA",2013
6219464,2,1,4,M,20,3,1,P,V,0,"SAN DIEGO","CHULA VISTA",2013
6219470,2,1,3,M,6,3,9,-,-,3,"SAN DIEGO",OCEANSIDE,2013
6220452,1,1,4,M,69,4,1,P,W,1,"SAN DIEGO","SOLANA BEACH",2013
6220468,2,1,3,M,66,2,9,-,-,3,"SAN DIEGO",ENCINITAS,2013
6220476,1,1,2,-,44,0,6,M,G,0,"SAN DIEGO","DEL MAR",2013
6220476,2,1,4,M,58,4,1,P,A,0,"SAN DIEGO","DEL MAR",2013
6220480,1,1,4,M,59,4,1,P,W,0,"SAN DIEGO","DEL MAR",2013
6220480,2,1,2,F,56,0,3,M,G,0,"SAN DIEGO","DEL MAR",2013
6220607,2,1,3,M,24,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6221071,2,1,3,F,11,4,9,-,-,3,"SAN DIEGO",ESCONDIDO,2013
6221072,1,1,2,M,29,0,3,M,G,0,"SAN DIEGO",ESCONDIDO,2013
6221072,1,2,2,M,26,0,4,M,G,0,"SAN DIEGO",ESCONDIDO,2013
6221072,2,1,4,F,43,4,0,P,W,0,"SAN DIEGO",ESCONDIDO,2013
6221794,2,1,3,-,58,4,9,-,-,3,"SAN DIEGO","NATIONAL CITY",2013
6222670,1,1,2,M,17,0,3,M,G,0,"SAN DIEGO",ESCONDIDO,2013
6222670,2,1,4,M,33,3,1,P,W,0,"SAN DIEGO",ESCONDIDO,2013
6223341,1,1,3,F,23,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6223341,2,1,2,F,43,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2013
6224853,1,1,4,M,14,4,9,W,-,3,"SAN DIEGO",POWAY,2013
6224853,2,1,2,M,61,0,3,M,G,0,"SAN DIEGO",POWAY,2013
6226392,1,1,4,F,43,4,1,P,X,3,"SAN DIEGO",OCEANSIDE,2013
6226998,1,1,2,M,58,2,4,P,W,1,"SAN DIEGO",SANTEE,2013
6226998,2,1,4,M,54,3,1,P,W,0,"SAN DIEGO",SANTEE,2013
6226999,1,1,2,F,53,4,1,P,W,1,"SAN DIEGO",SANTEE,2013
6226999,2,1,2,M,11,0,3,M,G,0,"SAN DIEGO",SANTEE,2013
6226999,2,2,2,M,9,0,6,M,G,0,"SAN DIEGO",SANTEE,2013
6227192,2,1,3,F,26,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6227196,2,1,4,F,48,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6227199,2,1,3,M,63,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6227200,1,1,3,M,19,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6227211,2,1,4,M,19,4,9,P,V,3,"SAN DIEGO","SAN DIEGO",2013
6227309,2,1,4,M,54,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2013
6227311,1,1,4,M,17,4,1,-,V,3,"SAN DIEGO","SAN DIEGO",2013
6227322,1,1,3,F,33,4,9,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6227325,1,1,3,M,17,3,9,-,-,0,"SAN DIEGO","SAN DIEGO",2013
6227327,1,1,3,F,39,3,9,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6227804,1,1,3,M,22,4,9,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6228174,2,1,3,M,21,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6228182,1,1,3,M,49,3,9,-,-,0,"SAN DIEGO","SAN DIEGO",2013
6228214,2,1,3,M,62,4,0,N,P,0,"SAN DIEGO","SAN DIEGO",2013
6228218,1,1,1,M,60,3,1,M,B,0,"SAN DIEGO","SAN DIEGO",2013
6229194,1,1,4,M,61,3,1,P,W,2,"SAN DIEGO",OCEANSIDE,2013
6229194,2,1,2,M,29,0,3,M,H,0,"SAN DIEGO",OCEANSIDE,2013
6229309,2,1,3,M,19,3,9,-,-,3,"SAN DIEGO",OCEANSIDE,2013
6229345,2,1,3,M,25,4,9,-,-,3,"SAN DIEGO",OCEANSIDE,2013
6229349,2,1,3,F,32,4,9,-,-,3,"SAN DIEGO",OCEANSIDE,2013
6229553,2,1,3,F,17,3,9,-,-,3,"SAN DIEGO",UNINCORPORATED,2013
6229934,1,1,3,M,15,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6230415,2,1,3,F,43,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6230421,1,1,3,F,24,3,9,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6230421,2,1,1,M,23,3,1,M,G,0,"SAN DIEGO","SAN DIEGO",2013
6230421,2,2,2,M,13,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2013
6230421,2,3,2,F,11,0,4,M,D,0,"SAN DIEGO","SAN DIEGO",2013
6230473,2,1,4,M,30,3,0,P,V,0,"SAN DIEGO","SAN DIEGO",2013
6230474,2,1,4,F,26,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6230478,2,1,4,F,20,3,1,M,W,1,"SAN DIEGO","SAN DIEGO",2013
6230479,2,1,4,M,31,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2013
6230480,2,1,4,M,46,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2013
6230632,1,1,4,M,55,4,9,A,W,0,"SAN DIEGO","SAN DIEGO",2013
6230679,1,1,3,F,12,4,9,-,-,3,"SAN DIEGO","LA MESA",2013
6230731,1,1,3,M,50,2,9,-,-,0,"SAN DIEGO","SAN DIEGO",2013
6230735,1,1,3,M,48,2,9,-,-,0,"SAN DIEGO","SAN DIEGO",2013
6230748,2,1,4,-,34,3,9,-,-,3,"SAN DIEGO","NATIONAL CITY",2013
6230752,1,1,4,M,18,4,1,P,-,1,"SAN DIEGO","NATIONAL CITY",2013
6230777,2,1,3,M,35,2,9,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6230781,2,1,4,M,56,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6230785,1,1,3,M,60,2,0,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6231080,1,1,4,M,22,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2013
6231102,2,1,4,M,68,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6231114,1,1,4,-,56,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2013
6231125,2,1,2,M,35,4,3,L,G,0,"SAN DIEGO","SAN DIEGO",2013
6231172,2,1,3,F,45,2,0,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6231281,2,1,3,M,68,3,9,-,-,3,"SAN DIEGO",CARLSBAD,2013
6231341,2,1,3,-,54,4,9,-,-,3,"SAN DIEGO",CARLSBAD,2013
6231433,1,1,4,M,26,2,1,P,V,0,"SAN DIEGO","SAN DIEGO",2013
6231433,2,1,2,F,48,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2013
6232599,1,1,4,M,13,4,1,P,W,0,"SAN DIEGO",UNINCORPORATED,2013
6232636,2,1,4,M,17,3,1,P,W,0,"SAN DIEGO",OCEANSIDE,2013
6232803,2,1,4,M,41,2,1,P,W,1,"SAN DIEGO",UNINCORPORATED,2013
6233668,2,1,4,F,27,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6233672,2,1,4,M,31,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6233940,1,1,3,M,23,2,0,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6233948,2,1,4,M,23,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6233956,1,1,3,M,12,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6233964,1,1,3,M,26,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6233964,2,1,2,F,55,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2013
6234396,2,1,3,M,21,4,9,-,-,3,"SAN DIEGO",UNINCORPORATED,2013
6234449,2,1,3,M,47,3,9,-,-,3,"SAN DIEGO",OCEANSIDE,2013
6234449,3,1,3,M,5,3,9,-,-,3,"SAN DIEGO",OCEANSIDE,2013
6234718,1,1,3,M,37,2,0,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6234718,2,1,2,M,66,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2013
6234725,1,1,3,-,64,4,0,P,A,0,"SAN DIEGO","SAN DIEGO",2013
6234729,2,1,4,M,19,4,1,P,-,1,"SAN DIEGO","SAN DIEGO",2013
6234741,1,1,4,M,35,3,1,W,-,0,"SAN DIEGO","SAN DIEGO",2013
6234777,2,1,3,F,35,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6235125,2,1,3,F,53,4,9,-,-,3,"SAN DIEGO","SAN MARCOS",2013
6236906,1,1,4,M,15,3,1,P,V,2,"SAN DIEGO","SAN DIEGO",2013
6237112,1,1,3,M,30,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6237150,1,1,4,M,35,4,1,P,-,1,"SAN DIEGO","NATIONAL CITY",2013
6239181,1,1,3,M,52,3,9,-,-,3,"SAN DIEGO",OCEANSIDE,2013
6239185,1,1,4,M,17,3,1,P,V,1,"SAN DIEGO",OCEANSIDE,2013
6239242,2,1,4,F,59,4,1,P,W,1,"SAN DIEGO",OCEANSIDE,2013
6239843,1,1,3,M,9,4,9,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6239844,2,1,3,M,47,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6239847,2,1,3,M,32,3,9,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6239859,1,1,4,M,23,4,1,M,V,1,"SAN DIEGO","SAN DIEGO",2013
6239863,2,1,3,F,19,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6239903,1,1,4,F,22,4,1,B,V,3,"SAN DIEGO","SAN DIEGO",2013
6239936,1,1,4,M,11,4,1,P,V,1,"SAN DIEGO","SAN MARCOS",2013
6239940,2,1,4,M,42,3,1,P,W,1,"SAN DIEGO","SAN MARCOS",2013
6239983,2,1,3,M,72,4,9,-,-,3,"SAN DIEGO","SAN MARCOS",2013
6240057,1,1,3,M,42,4,9,-,-,3,"SAN DIEGO",OCEANSIDE,2013
6241861,1,1,4,M,21,3,1,P,V,1,"SAN DIEGO",ESCONDIDO,2013
6241898,1,1,4,M,15,3,1,P,W,1,"SAN DIEGO",ESCONDIDO,2013
6241898,2,1,2,M,17,0,3,M,G,0,"SAN DIEGO",ESCONDIDO,2013
6241898,2,2,2,M,14,0,6,M,G,0,"SAN DIEGO",ESCONDIDO,2013
6241898,2,3,2,F,7,0,5,M,Q,0,"SAN DIEGO",ESCONDIDO,2013
6242383,2,1,4,F,19,3,1,V,-,1,"SAN DIEGO","SAN DIEGO",2013
6244633,1,1,3,M,14,3,9,-,-,3,"SAN DIEGO",VISTA,2013
6244737,1,1,3,M,35,4,9,-,-,3,"SAN DIEGO",VISTA,2013
6245904,2,1,3,M,14,4,9,-,-,3,"SAN DIEGO",UNINCORPORATED,2013
6246018,1,1,2,F,17,0,3,M,E,0,"SAN DIEGO","IMPERIAL BEACH",2013
6246018,1,2,2,F,4,0,5,M,T,0,"SAN DIEGO","IMPERIAL BEACH",2013
6246018,2,1,3,M,14,3,9,-,-,3,"SAN DIEGO","IMPERIAL BEACH",2013
6246026,1,1,4,M,5,3,0,P,A,2,"SAN DIEGO","IMPERIAL BEACH",2013
6246086,2,1,3,F,16,4,0,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6246090,1,1,4,M,46,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2013
6246096,1,1,3,M,61,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6246117,2,1,3,F,65,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6246125,2,1,3,F,2,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6246125,3,1,2,F,21,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2013
6246135,1,1,4,-,17,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2013
6246135,2,1,2,F,24,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2013
6246149,1,1,2,M,37,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2013
6246149,1,2,2,M,33,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2013
6246149,1,3,2,M,29,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2013
6246149,2,1,3,F,21,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6246153,1,1,4,F,56,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6246155,1,1,4,F,27,4,9,P,-,3,"SAN DIEGO","SAN DIEGO",2013
6246197,1,1,4,M,17,4,1,P,V,1,"SAN DIEGO","SAN MARCOS",2013
6246201,2,1,4,F,29,4,1,P,V,1,"SAN DIEGO","SAN MARCOS",2013
6246251,1,1,4,M,56,4,1,-,W,0,"SAN DIEGO","SAN DIEGO",2013
6246267,2,1,3,M,13,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6246283,1,1,3,F,52,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6246295,1,1,3,M,49,4,9,P,-,3,"SAN DIEGO","SAN DIEGO",2013
6246299,1,1,4,F,57,3,1,P,-,1,"SAN DIEGO","SAN DIEGO",2013
6246303,2,1,4,M,67,4,1,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6246303,2,2,2,M,18,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2013
6246402,1,1,3,M,23,2,9,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6246402,2,1,2,M,21,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2013
6246418,2,1,4,M,38,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2013
6246426,1,1,4,M,20,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6246434,1,1,4,M,29,3,9,P,A,0,"SAN DIEGO","SAN DIEGO",2013
6246446,1,1,2,M,5,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2013
6246446,2,1,3,M,68,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6247181,2,1,3,M,38,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2012
6247218,2,1,3,M,66,3,9,-,P,0,"SAN DIEGO","SAN DIEGO",2013
6247580,2,1,3,-,82,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6247762,2,1,3,M,29,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6247770,2,1,3,F,60,3,9,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6247817,2,1,3,M,68,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6247821,2,1,3,M,71,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
6247825,1,1,4,M,29,3,9,P,V,1,"SAN DIEGO","SAN DIEGO",2013
6248274,2,1,3,M,17,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6248282,3,1,3,M,66,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2013
6248286,1,1,5,M,15,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2013
