CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
6666489,2,1,1,M,46,3,1,M,G,0,"SAN DIEGO",UNINCORPORATED,2014
6666578,2,1,3,M,53,4,9,-,-,3,"SAN DIEGO",VISTA,2014
6666582,1,1,2,M,32,0,3,M,G,0,"SAN DIEGO",VISTA,2014
6666582,2,1,4,M,29,3,1,P,W,1,"SAN DIEGO",VISTA,2014
6666658,1,1,4,M,44,3,1,N,W,1,"SAN DIEGO",ENCINITAS,2014
6666658,2,1,2,M,7,0,4,P,Q,0,"SAN DIEGO",ENCINITAS,2014
6666658,2,2,2,M,8,0,6,P,Q,0,"SAN DIEGO",ENCINITAS,2014
6666676,2,1,3,M,32,2,9,-,-,3,"SAN DIEGO","SOLANA BEACH",2014
6666680,1,1,4,M,11,3,1,P,W,1,"SAN DIEGO","SOLANA BEACH",2014
6666684,2,1,4,F,39,4,1,P,V,1,"SAN DIEGO","SOLANA BEACH",2014
6666814,2,1,4,M,71,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6666817,2,1,3,F,30,2,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6666842,1,1,4,M,21,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6666854,1,1,3,M,18,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6666940,1,1,2,F,24,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6666940,2,1,4,M,25,3,9,W,-,3,"SAN DIEGO","SAN DIEGO",2014
6666940,3,1,4,F,25,4,9,W,-,3,"SAN DIEGO","SAN DIEGO",2014
6666948,2,1,3,M,82,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6667221,2,1,4,F,23,3,1,W,-,1,"SAN DIEGO","EL CAJON",2014
6668082,2,1,3,M,14,3,9,-,-,3,"SAN DIEGO",CARLSBAD,2014
6668177,1,1,3,F,13,3,9,-,-,3,"SAN DIEGO",CARLSBAD,2014
6668177,2,1,2,F,45,0,3,M,G,0,"SAN DIEGO",CARLSBAD,2014
6668180,1,1,4,M,53,3,1,P,-,1,"SAN DIEGO",CARLSBAD,2014
6668180,2,1,2,F,39,0,3,M,G,0,"SAN DIEGO",CARLSBAD,2014
6668183,1,1,4,M,64,3,1,P,W,1,"SAN DIEGO",CARLSBAD,2014
6668183,2,1,2,M,45,0,3,M,B,0,"SAN DIEGO",CARLSBAD,2014
6668686,1,1,3,M,3,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6668686,2,1,2,F,998,3,0,M,B,0,"SAN DIEGO","SAN DIEGO",2014
6668686,2,2,2,-,72,0,0,L,C,0,"SAN DIEGO","SAN DIEGO",2014
6668686,2,3,2,F,83,0,0,M,C,0,"SAN DIEGO","SAN DIEGO",2014
6668686,2,4,2,M,88,0,0,M,C,0,"SAN DIEGO","SAN DIEGO",2014
6668686,2,5,2,M,72,0,0,M,C,0,"SAN DIEGO","SAN DIEGO",2014
6668686,2,6,2,M,77,0,0,M,C,0,"SAN DIEGO","SAN DIEGO",2014
6668686,2,7,2,M,76,0,0,M,C,0,"SAN DIEGO","SAN DIEGO",2014
6668686,2,8,2,F,59,0,0,M,C,0,"SAN DIEGO","SAN DIEGO",2014
6668686,2,9,2,F,998,0,0,M,C,0,"SAN DIEGO","SAN DIEGO",2014
6668686,2,10,2,F,998,0,0,M,C,0,"SAN DIEGO","SAN DIEGO",2014
6668686,2,11,2,M,74,0,0,M,C,0,"SAN DIEGO","SAN DIEGO",2014
6668686,2,12,2,F,92,0,0,M,B,0,"SAN DIEGO","SAN DIEGO",2014
6668811,1,1,2,F,31,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6668811,2,1,3,M,61,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6668812,1,1,3,F,30,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6668813,2,1,4,M,72,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6668814,2,1,4,M,42,4,1,P,W,3,"SAN DIEGO","SAN DIEGO",2014
6668822,2,1,4,M,21,4,1,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6668841,2,1,3,M,63,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6668842,1,1,3,M,5,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6668845,2,1,4,M,7,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6668848,1,1,3,M,8,4,9,P,-,3,"SAN DIEGO","SAN DIEGO",2014
6668850,1,1,4,M,22,3,1,P,-,2,"SAN DIEGO","SAN DIEGO",2014
6668855,2,1,3,F,52,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6668856,1,1,3,M,47,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6668856,2,1,2,F,20,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6668856,2,2,2,F,21,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6670718,1,1,4,-,31,3,9,A,V,3,"SAN DIEGO","NATIONAL CITY",2014
6670718,2,1,1,-,36,4,9,A,W,3,"SAN DIEGO","NATIONAL CITY",2014
6670779,1,1,3,M,15,2,9,-,-,3,"SAN DIEGO",ESCONDIDO,2014
6671438,2,1,3,F,71,2,9,-,-,3,"SAN DIEGO","EL CAJON",2014
6672418,1,1,3,M,30,3,9,-,-,0,"SAN DIEGO","SAN DIEGO",2014
6672419,1,1,4,M,11,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6672420,1,1,3,F,27,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6672420,2,1,2,F,34,0,2,L,G,3,"SAN DIEGO","SAN DIEGO",2014
6672426,2,1,3,M,80,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6672431,1,1,3,F,43,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6672432,2,1,3,F,33,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6672433,2,1,4,M,55,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6672437,1,1,4,M,17,3,9,-,V,3,"SAN DIEGO","SAN DIEGO",2014
6672437,1,2,2,M,16,0,9,-,V,3,"SAN DIEGO","SAN DIEGO",2014
6672437,2,1,2,F,21,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6672437,2,2,2,M,21,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6672437,2,3,2,M,42,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6675113,2,1,4,F,30,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6675222,2,1,3,F,48,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6675309,1,1,4,M,23,3,1,P,V,1,"SAN DIEGO","EL CAJON",2014
6675309,2,1,2,F,3,0,4,P,Q,0,"SAN DIEGO","EL CAJON",2014
6675309,2,2,2,F,2,0,5,P,Q,0,"SAN DIEGO","EL CAJON",2014
6675309,2,3,2,M,3,0,8,P,Q,0,"SAN DIEGO","EL CAJON",2014
6675309,2,4,2,M,4,0,8,P,Q,0,"SAN DIEGO","EL CAJON",2014
6675309,2,5,2,F,2,0,8,P,Q,0,"SAN DIEGO","EL CAJON",2014
6675313,1,1,4,M,24,3,1,P,V,1,"SAN DIEGO","EL CAJON",2014
6675313,2,1,2,M,17,0,3,P,G,0,"SAN DIEGO","EL CAJON",2014
6675663,1,1,3,F,60,2,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6676197,2,1,3,M,50,3,9,-,-,3,"SAN DIEGO","EL CAJON",2014
6676610,2,1,3,F,44,3,9,-,-,3,"SAN DIEGO",VISTA,2014
6676780,1,1,4,M,11,4,1,P,W,0,"SAN DIEGO",CARLSBAD,2014
6676780,2,1,2,M,12,0,3,M,G,0,"SAN DIEGO",CARLSBAD,2014
6678010,2,1,3,M,17,1,9,-,-,3,"SAN DIEGO","CHULA VISTA",2015
6678106,1,1,2,M,21,4,3,M,G,0,"SAN DIEGO","IMPERIAL BEACH",2015
6678106,2,1,3,M,57,1,9,-,-,3,"SAN DIEGO","IMPERIAL BEACH",2015
6678201,1,1,3,F,32,1,9,-,-,3,"SAN DIEGO",VISTA,2017
6678214,1,1,3,M,27,1,9,-,-,3,"SAN DIEGO","SAN DIEGO",2017
6678217,1,1,3,F,52,1,9,-,-,3,"SAN DIEGO","SAN DIEGO",2017
6678234,1,1,3,M,34,1,9,-,-,3,"SAN DIEGO",ENCINITAS,2017
6678234,2,1,2,M,29,0,2,M,G,0,"SAN DIEGO",ENCINITAS,2017
6678247,1,1,3,M,43,1,9,-,-,3,"SAN DIEGO","NATIONAL CITY",2014
6678272,1,1,3,M,48,1,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6678350,2,1,3,F,80,1,1,-,-,0,"SAN DIEGO",ESCONDIDO,2017
6678356,2,1,3,F,61,1,9,-,-,3,"SAN DIEGO",ENCINITAS,2017
6678362,2,1,3,F,46,1,9,-,-,3,"SAN DIEGO","SAN DIEGO",2017
6678397,2,1,3,M,87,1,9,-,-,3,"SAN DIEGO",ENCINITAS,2017
6679066,1,1,3,M,24,3,9,-,-,3,"SAN DIEGO",ESCONDIDO,2014
6679066,2,1,2,F,998,0,3,M,G,0,"SAN DIEGO",ESCONDIDO,2014
6679066,2,2,2,F,998,0,6,M,G,0,"SAN DIEGO",ESCONDIDO,2014
6679085,1,1,3,M,59,4,9,-,-,3,"SAN DIEGO",ESCONDIDO,2014
6679085,2,1,2,M,21,0,3,M,G,0,"SAN DIEGO",ESCONDIDO,2014
6679101,2,1,3,F,45,3,9,-,-,3,"SAN DIEGO",ESCONDIDO,2014
6679364,1,1,4,M,59,2,1,M,W,1,"SAN DIEGO","SAN DIEGO",2014
6679396,2,1,3,F,43,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6679396,3,1,3,F,43,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6679956,2,1,3,F,56,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6680467,2,1,4,F,17,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6680468,1,1,4,M,50,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6680469,2,1,4,M,42,4,1,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6680470,1,1,3,F,31,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6680475,1,1,3,M,27,4,9,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6680801,1,1,3,M,67,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6680805,2,1,4,M,57,3,9,-,-,0,"SAN DIEGO","SAN DIEGO",2014
6680806,2,1,4,M,16,3,9,-,-,0,"SAN DIEGO","SAN DIEGO",2014
6680849,2,1,3,F,27,3,9,-,-,3,"SAN DIEGO","NATIONAL CITY",2014
6680900,2,1,2,F,4,0,4,M,Q,0,"SAN DIEGO","EL CAJON",2014
6680900,2,2,2,M,1,0,6,M,Q,0,"SAN DIEGO","EL CAJON",2014
6680900,2,3,2,F,7,0,8,M,Q,0,"SAN DIEGO","EL CAJON",2014
6680900,2,4,2,F,5,0,8,M,Q,0,"SAN DIEGO","EL CAJON",2014
6680900,2,5,2,F,7,0,8,M,Q,0,"SAN DIEGO","EL CAJON",2014
6680900,3,1,2,F,20,0,4,M,H,0,"SAN DIEGO","EL CAJON",2014
6680900,3,2,2,M,0,0,5,M,Q,0,"SAN DIEGO","EL CAJON",2014
6680900,4,1,3,M,28,4,9,-,-,3,"SAN DIEGO","EL CAJON",2014
6681309,2,1,3,M,15,3,0,P,-,3,"SAN DIEGO","SAN DIEGO",2014
6681317,2,1,3,F,39,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6681325,2,1,3,M,46,3,9,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6681333,2,1,4,M,75,3,9,N,V,3,"SAN DIEGO","SAN DIEGO",2014
6681372,1,1,3,F,11,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6681372,2,1,2,F,34,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6681372,2,2,2,F,6,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6681388,1,1,3,F,34,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6683153,2,1,3,F,26,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6683540,1,1,4,M,40,4,9,P,W,0,"SAN DIEGO",ESCONDIDO,2014
6685369,2,1,4,M,24,4,1,P,W,0,"SAN DIEGO",ESCONDIDO,2014
6687080,1,1,3,M,23,3,0,P,-,0,"SAN DIEGO","LEMON GROVE",2014
6687085,2,1,4,M,12,3,1,P,W,1,"SAN DIEGO",UNINCORPORATED,2014
6687085,3,1,4,M,11,3,1,P,W,1,"SAN DIEGO",UNINCORPORATED,2014
6687086,1,1,4,M,22,3,1,P,V,1,"SAN DIEGO",UNINCORPORATED,2014
6687086,2,1,2,M,12,0,3,M,G,0,"SAN DIEGO",UNINCORPORATED,2014
6687087,2,1,3,M,28,4,9,P,-,0,"SAN DIEGO",UNINCORPORATED,2014
6687595,1,1,3,-,58,2,9,-,-,3,"SAN DIEGO","NATIONAL CITY",2014
6688921,1,1,4,-,36,4,1,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6688925,2,1,3,F,41,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6688933,1,1,3,M,24,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6688991,2,1,4,F,19,3,9,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6689007,2,1,3,F,41,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6689008,1,1,3,M,30,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6689122,1,1,4,M,13,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6689150,1,1,4,M,26,3,9,-,V,1,"SAN DIEGO","SAN MARCOS",2014
6689151,2,1,4,M,30,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6689155,1,1,3,F,11,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6689155,2,1,2,M,11,0,6,M,B,0,"SAN DIEGO","SAN DIEGO",2014
6689155,2,2,2,F,12,0,3,M,B,0,"SAN DIEGO","SAN DIEGO",2014
6689195,2,1,3,F,28,4,0,P,-,2,"SAN DIEGO","SAN DIEGO",2014
6689196,1,1,3,M,63,4,9,-,-,3,"SAN DIEGO","EL CAJON",2014
6689199,2,1,4,M,65,4,9,V,-,3,"SAN DIEGO","SAN DIEGO",2014
6689544,2,1,3,M,8,3,9,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6689605,1,1,4,M,21,3,9,V,-,0,"SAN DIEGO","SAN MARCOS",2014
6690382,2,1,4,M,42,3,1,P,W,3,"SAN DIEGO",CARLSBAD,2014
6690564,2,1,3,F,18,4,9,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6690583,2,1,3,F,18,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6690588,2,1,4,F,25,4,1,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6690596,2,1,3,F,15,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6690608,2,1,3,-,61,4,9,-,-,3,"SAN DIEGO",CARLSBAD,2014
6690608,3,1,3,-,77,2,9,-,-,3,"SAN DIEGO",CARLSBAD,2014
6690619,1,1,3,M,7,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6690620,2,1,4,M,48,3,1,P,A,1,"SAN DIEGO",CARLSBAD,2014
6690623,1,1,4,M,24,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6690770,1,1,4,M,36,3,1,P,V,1,"SAN DIEGO",ESCONDIDO,2014
6691550,1,1,4,M,20,4,1,P,-,3,"SAN DIEGO","SAN DIEGO",2014
6691754,2,1,4,F,49,4,1,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6691870,1,1,3,F,82,2,9,-,-,3,"SAN DIEGO","SAN MARCOS",2014
6691870,2,1,1,M,35,3,1,P,A,1,"SAN DIEGO","SAN MARCOS",2014
6691874,1,1,4,M,41,3,1,P,V,1,"SAN DIEGO",ENCINITAS,2014
6691878,1,1,3,M,12,3,9,-,-,3,"SAN DIEGO",ENCINITAS,2014
6691878,2,1,2,F,8,0,4,P,G,0,"SAN DIEGO",ENCINITAS,2014
6692965,2,1,3,M,93,3,9,-,-,3,"SAN DIEGO","LA MESA",2014
6692977,1,1,4,M,30,3,1,P,V,1,"SAN DIEGO","LA MESA",2014
6692981,2,1,3,F,15,4,9,-,-,3,"SAN DIEGO","LA MESA",2014
6693031,1,1,3,F,14,3,9,-,-,3,"SAN DIEGO","LA MESA",2014
6693045,2,1,4,F,37,4,1,P,W,2,"SAN DIEGO","LA MESA",2014
6693061,1,1,4,M,27,3,1,P,A,1,"SAN DIEGO","LA MESA",2014
6693641,1,1,3,M,13,4,9,-,-,3,"SAN DIEGO",OCEANSIDE,2014
6693902,1,1,3,M,57,3,9,-,-,3,"SAN DIEGO",ESCONDIDO,2014
6694094,2,1,3,M,17,4,9,-,-,3,"SAN DIEGO",VISTA,2014
6694176,1,1,4,M,14,4,1,P,W,3,"SAN DIEGO",VISTA,2014
6694607,2,1,3,F,53,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6694723,1,1,2,F,9,4,4,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6694723,1,2,2,M,12,4,6,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6694723,2,1,1,M,57,3,1,P,A,0,"SAN DIEGO","SAN DIEGO",2014
6694755,1,1,2,M,77,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6694755,2,1,3,F,5,2,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6694755,3,1,3,F,19,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6695155,1,1,3,F,48,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6695155,2,1,4,M,35,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6695167,2,1,4,M,30,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2014
6695284,1,1,2,F,18,0,3,M,G,0,"SAN DIEGO","NATIONAL CITY",2014
6695284,2,1,3,M,12,3,9,-,-,0,"SAN DIEGO","NATIONAL CITY",2014
6695296,2,1,3,M,60,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6695300,1,1,2,F,32,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6695300,1,2,2,F,9,0,6,P,G,0,"SAN DIEGO","SAN DIEGO",2014
6695300,2,1,4,F,23,3,9,P,W,3,"SAN DIEGO","SAN DIEGO",2014
6695328,2,1,3,M,50,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6695348,1,1,2,M,14,0,3,M,G,3,"SAN DIEGO","SAN DIEGO",2014
6695348,2,1,3,F,51,3,9,-,-,0,"SAN DIEGO","SAN DIEGO",2014
6695352,2,1,3,M,60,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6696986,2,1,3,F,60,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6696990,2,1,3,F,57,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6696998,1,1,4,M,80,1,1,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6697025,2,1,3,M,53,4,9,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6697037,1,1,4,M,18,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6697325,1,1,3,F,16,3,9,-,-,3,"SAN DIEGO","NATIONAL CITY",2014
6697409,2,1,3,F,54,4,9,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6698402,1,1,4,M,51,3,9,P,W,3,"SAN DIEGO",CORONADO,2014
6698402,2,1,4,M,53,2,9,P,W,3,"SAN DIEGO",CORONADO,2014
6698406,1,1,4,F,46,4,9,P,W,3,"SAN DIEGO",CORONADO,2014
6698902,1,1,3,M,6,3,9,-,-,3,"SAN DIEGO","SAN MARCOS",2014
6698902,2,1,2,F,22,0,3,M,G,0,"SAN DIEGO","SAN MARCOS",2014
6698964,1,1,4,F,54,3,1,P,V,1,"SAN DIEGO",OCEANSIDE,2014
6698966,1,1,3,F,23,3,9,-,-,0,"SAN DIEGO","SAN DIEGO",2014
6699390,1,1,3,M,14,3,9,-,-,3,"SAN DIEGO","EL CAJON",2014
6699471,2,1,3,F,19,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6699486,2,1,4,M,55,2,1,P,W,1,"SAN DIEGO",POWAY,2014
6699569,1,1,3,M,48,2,9,-,-,3,"SAN DIEGO",ESCONDIDO,2014
6699569,2,1,2,M,998,0,3,M,G,0,"SAN DIEGO",ESCONDIDO,2014
6700809,2,1,4,M,38,3,1,P,V,1,"SAN DIEGO",OCEANSIDE,2014
6700817,2,1,3,M,53,3,9,-,-,3,"SAN DIEGO",OCEANSIDE,2014
6700821,1,1,4,M,19,4,1,V,-,1,"SAN DIEGO",OCEANSIDE,2014
6700829,1,1,3,F,11,4,9,-,-,3,"SAN DIEGO",OCEANSIDE,2014
6700837,2,1,3,M,37,3,9,-,-,3,"SAN DIEGO",OCEANSIDE,2014
6700884,2,1,4,M,19,4,1,P,W,1,"SAN DIEGO",UNINCORPORATED,2014
6700955,1,1,2,M,18,0,3,M,G,0,"SAN DIEGO",UNINCORPORATED,2014
6700955,2,1,3,M,14,4,9,-,-,3,"SAN DIEGO",UNINCORPORATED,2014
6700974,2,1,4,M,25,3,1,P,-,1,"SAN DIEGO",UNINCORPORATED,2014
6701059,1,1,2,M,22,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6701059,1,2,2,M,3,0,6,-,Q,0,"SAN DIEGO","SAN DIEGO",2014
6701059,2,1,3,M,34,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6701061,2,1,3,M,53,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6701063,2,1,3,M,15,3,9,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6701065,2,1,3,F,56,3,9,-,P,0,"SAN DIEGO","SAN DIEGO",2014
6701069,1,1,4,M,50,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6701089,2,1,3,F,61,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6701094,1,1,3,M,63,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6701097,2,1,4,M,22,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6701101,2,1,3,M,46,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6701105,1,1,3,-,25,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6701114,1,1,3,F,76,2,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6701118,2,1,4,M,17,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6701647,1,1,4,M,37,3,0,P,W,3,"SAN DIEGO",ESCONDIDO,2014
6701670,1,1,3,M,47,4,9,-,-,3,"SAN DIEGO","EL CAJON",2014
6701678,1,1,3,F,29,4,9,-,-,3,"SAN DIEGO","EL CAJON",2014
6701799,2,1,3,F,33,4,9,-,-,3,"SAN DIEGO",OCEANSIDE,2014
6701924,2,1,4,M,33,3,1,P,W,1,"SAN DIEGO",UNINCORPORATED,2014
6701928,1,1,2,M,5,0,6,M,Q,0,"SAN DIEGO",OCEANSIDE,2014
6701928,2,1,3,M,88,2,9,-,-,3,"SAN DIEGO",OCEANSIDE,2014
6701975,2,1,3,-,24,3,9,-,-,3,"SAN DIEGO","NATIONAL CITY",2014
6701995,1,1,4,M,71,3,1,P,W,1,"SAN DIEGO","EL CAJON",2014
6701995,2,1,2,M,63,0,3,M,G,0,"SAN DIEGO","EL CAJON",2014
6702400,2,1,3,M,12,4,9,-,-,3,"SAN DIEGO",ESCONDIDO,2014
6702410,1,1,4,F,25,4,1,P,V,1,"SAN DIEGO","NATIONAL CITY",2014
6702470,2,1,4,M,25,3,1,P,X,1,"SAN DIEGO","NATIONAL CITY",2014
6702472,2,1,3,M,23,4,9,P,-,0,"SAN DIEGO",UNINCORPORATED,2014
6702534,2,1,4,M,44,3,1,-,W,2,"SAN DIEGO","SAN DIEGO",2014
6702538,2,1,3,M,77,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6702559,2,1,3,F,20,4,0,-,-,0,"SAN DIEGO","SAN DIEGO",2014
6703718,1,1,4,M,29,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6703758,2,1,3,M,34,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6703878,2,1,3,F,12,4,9,-,-,0,"SAN DIEGO","SAN DIEGO",2014
6703898,2,1,3,M,64,2,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6703898,3,1,2,M,14,4,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6703898,4,1,2,M,24,4,1,L,G,0,"SAN DIEGO","SAN DIEGO",2014
6703898,5,1,2,M,20,0,9,-,-,0,"SAN DIEGO","SAN DIEGO",2014
6703898,5,2,2,M,21,0,9,-,-,0,"SAN DIEGO","SAN DIEGO",2014
6704553,2,1,3,M,85,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6705280,2,1,3,M,41,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6705500,2,1,3,F,20,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6705507,1,1,1,F,92,3,1,L,G,0,"SAN DIEGO","SAN DIEGO",2014
6705507,2,1,3,F,39,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6705508,2,1,3,F,22,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6705514,1,1,3,M,62,2,9,-,-,0,"SAN DIEGO","SAN DIEGO",2014
6705515,2,1,3,M,22,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6705519,1,1,3,M,25,3,9,-,-,0,"SAN DIEGO","SAN DIEGO",2014
6705648,1,1,4,M,73,4,0,P,V,2,"SAN DIEGO",ESCONDIDO,2014
6705686,2,1,3,F,20,4,9,-,-,3,"SAN DIEGO",ESCONDIDO,2014
6705980,1,1,3,F,37,3,9,-,-,3,"SAN DIEGO",OCEANSIDE,2014
6706042,2,1,4,M,39,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6706125,1,1,4,F,23,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6707100,1,1,4,M,46,2,1,P,V,1,"SAN DIEGO",OCEANSIDE,2014
6707142,1,1,2,M,20,0,3,M,G,0,"SAN DIEGO",OCEANSIDE,2014
6707142,2,1,3,F,54,3,9,-,-,3,"SAN DIEGO",OCEANSIDE,2014
6707323,1,1,3,M,15,3,9,-,-,3,"SAN DIEGO",UNINCORPORATED,2014
6707323,2,1,2,M,50,0,3,M,G,0,"SAN DIEGO",UNINCORPORATED,2014
6707323,2,2,2,M,3,0,4,M,Q,0,"SAN DIEGO",UNINCORPORATED,2014
6707323,2,3,2,F,8,0,6,M,G,0,"SAN DIEGO",UNINCORPORATED,2014
6707335,1,1,4,M,16,3,1,P,V,1,"SAN DIEGO",UNINCORPORATED,2014
6707538,1,1,3,M,20,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6708048,1,1,3,M,16,4,0,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6708048,3,1,3,M,16,4,0,-,-,3,"SAN DIEGO","SAN DIEGO",2014
